name,address,lat,lng,type
Rajshahi Primary Health Care,"South Rajshahi, Bangladesh",24.326812,88.622505,vaccine
Rajshahi Diagnostic Centre,"Central Rajshahi, Bangladesh",24.329082,88.654133,blood_test
NGO Health Centre Rajshahi,"North Rajshahi, Bangladesh",24.41617,88.614133,aid
Khulna Medical College Hospital,"North Khulna, Bangladesh",22.856652,89.539599,hospital
Khulna Specialized Hospital,"Central Khulna, Bangladesh",22.841975,89.539872,hospital
Khulna Pharmacy,"East Khulna, Bangladesh",22.845849,89.510706,pharmacy
Khulna Vaccination Centre,"West Khulna, Bangladesh",22.859499,89.515759,vaccine
Khulna Pathology Lab,"Sadar Khulna, Bangladesh",22.882991,89.565315,blood_test
Khulna Community Clinic,"West Khulna, Bangladesh",22.797742,89.505687,aid
Barisal Central Hospital,"Central Barisal, Bangladesh",22.748907,90.312759,hospital
Barisal Medical College Hospital,"Sadar Barisal, Bangladesh",22.657241,90.378353,hospital
Barisal Drug House,"West Barisal, Bangladesh",22.731944,90.392061,pharmacy
Barisal Health Centre,"East Barisal, Bangladesh",22.680202,90.359247,vaccine
Barisal Medical Lab,"West Barisal, Bangladesh",22.672752,90.314124,blood_test
Barisal Charity Hospital,"Central Barisal, Bangladesh",22.658175,90.38912,aid
Rangpur Sadar Hospital,"Central Rangpur, Bangladesh",25.695535,89.257515,hospital
Rangpur District Hospital,"Central Rangpur, Bangladesh",25.700614,89.225602,hospital
Lazz Pharma Rangpur,"North Rangpur, Bangladesh",25.720562,89.249237,pharmacy
Rangpur Vaccination Centre,"South Rangpur, Bangladesh",25.702288,89.237221,vaccine
Rangpur Medical Lab,"South Rangpur, Bangladesh",25.780288,89.260959,blood_test
Rangpur Free Clinic,"Central Rangpur, Bangladesh",25.70539,89.264377,aid
Comilla Central Hospital,"South Comilla, Bangladesh",23.450292,91.177651,hospital
Comilla Sadar Hospital,"West Comilla, Bangladesh",23.461324,91.199113,hospital
New Comilla Pharmacy,"East Comilla, Bangladesh",23.4307,91.189724,pharmacy
Comilla EPI Centre,"East Comilla, Bangladesh",23.430682,91.202354,vaccine
Comilla Diagnostic Centre,"North Comilla, Bangladesh",23.485213,91.185197,blood_test
NGO Health Centre Comilla,"East Comilla, Bangladesh",23.454775,91.173296,aid
Mymensingh Community Hospital,"West Mymensingh, Bangladesh",24.758047,90.456753,hospital
New Mymensingh Pharmacy,"South Mymensingh, Bangladesh",24.763586,90.406834,pharmacy
Mymensingh Immunization Centre,"Sadar Mymensingh, Bangladesh",24.771697,90.434312,vaccine
Mymensingh Medical Lab,"East Mymensingh, Bangladesh",24.793355,90.371124,blood_test
Mymensingh Charity Hospital,"East Mymensingh, Bangladesh",24.776049,90.460587,aid
Cox's Bazar Community Hospital,"South Cox's Bazar, Bangladesh",21.396757,92.0436,hospital
Cox's Bazar Medical College Hospital,"Sadar Cox's Bazar, Bangladesh",21.382067,92.043657,hospital
Lazz Pharma Cox's Bazar,"West Cox's Bazar, Bangladesh",21.462437,91.996367,pharmacy
Cox's Bazar Health Centre,"South Cox's Bazar, Bangladesh",21.461695,92.010667,vaccine
Cox's Bazar Diagnostic Centre,"Sadar Cox's Bazar, Bangladesh",21.470039,92.035609,blood_test
Cox's Bazar Free Clinic,"North Cox's Bazar, Bangladesh",21.438122,92.034966,aid
