name,address,lat,lng,type
Nagarpur Upazilla Health Complex,Bangladesh,24.050702,89.873827,hospital
Savar Upazilla Health Complex,Bangladesh,23.838665,90.247872,hospital
Singair Upazilla Health Complex,Bangladesh,23.813791,90.149004,hospital
Kurigram General Hospital,Bangladesh,25.808368,89.645139,hospital
Sundarganj Upazila Health Complex,Bangladesh,25.564414,89.518942,hospital
Gaibandha General Hospital,Bangladesh,25.327255,89.537638,hospital
Lalmonirhat General Hospital,Bangladesh,25.919885,89.455901,hospital
Shadullahpur Upazila Health Complex,Bangladesh,25.389427,89.468977,hospital
Chilmari Upazila Health Complex,Bangladesh,25.581294,89.660272,hospital
Nawabganj Upazila Health Complex,Bangladesh,25.418015,89.081961,hospital
Medical Facility,Bangladesh,25.101403,91.303997,hospital
Char Rajibpur Upazila Health Complex,Bangladesh,25.364653,89.765778,hospital
Companygonj Upazila Health Complex,Bangladesh,25.085457,91.755414,hospital
Dhobaura Upazila Health Complex,Bangladesh,25.090095,90.513466,hospital
Dowarbazar Upazila Health Complex,Bangladesh,25.042962,91.567837,hospital
Durgapur Upazila Health Complex,Bangladesh,25.127952,90.678024,hospital
Haluaghat Upazila Health Complex,Bangladesh,25.117972,90.338721,hospital
Jaintapur Upazila Health Complex,Bangladesh,25.136174,92.126581,hospital
"উপজেলা স্বাস্থ্য কমপ্লেক্স, ঝিনাইগাতী",Bangladesh,25.182485,90.065994,hospital
Kalmakanda Upazila Health Complex,Bangladesh,25.074178,90.893141,hospital
Kanaighat Upazila Health Complex,Bangladesh,25.012063,92.255859,hospital
Madarganj Upazila Health Complex,Bangladesh,24.893794,89.717366,hospital
Nalitabari Upazila Health Complex,Bangladesh,25.093415,90.188886,hospital
Phulpur Upazila Health Complex,Bangladesh,24.948444,90.36483,hospital
Saghatta Upazila Health Complex,Bangladesh,25.113004,89.581814,hospital
Sariakandi Upazila Health Complex,Bangladesh,24.894096,89.574024,hospital
Sunamganj General Hospital,Bangladesh,25.065123,91.410647,hospital
Tahirpur Upazila Health Complex,Bangladesh,25.097917,91.185483,hospital
Barlekha Upazila Health Complex,Bangladesh,24.693879,92.184857,hospital
বিশ্বনাথ উপজেলা স্বাস্থ্য কমপ্লেক্স,Bangladesh,24.84056,91.725703,hospital
Golabganj Upazila Health Complex,Bangladesh,24.832126,92.029164,hospital
Jagannathpur Upazila Health Complex,Bangladesh,24.779435,91.563159,hospital
Zakiganj Upazila Health Complex,Bangladesh,24.884278,92.364229,hospital
Jamalganj Upazila Health Complex,Bangladesh,24.99879,91.235604,hospital
Mohanganj Upazila Health Complex,Bangladesh,24.879209,90.982095,hospital
Ajmiriganj Upazila Health Complex,Bangladesh,24.551579,91.235589,hospital
বানিয়াচং ঊপজেলা স্বাস্থ্য কমপ্লেক্স,Bangladesh,24.504396,91.363971,hospital
Habiganj General Hospital,Bangladesh,24.373543,91.417642,hospital
Kamalganj Upazila Health Complex,Bangladesh,24.365944,91.857081,hospital
Kulaura Upazila Health Complex,Bangladesh,24.527966,92.038499,hospital
Moulvibaza Sadar Hospital,Bangladesh,24.481147,91.766274,hospital
Rajanagar Upazila Health Complex,Bangladesh,24.527742,91.852961,hospital
Nasirnagar Upazila Health Complex,Bangladesh,24.194044,91.196299,hospital
Sreemangal Upazila Health Complex,Bangladesh,24.300898,91.736425,hospital
Police Lines Hospital,Bangladesh,22.35242,91.821422,hospital
Brahmanbaria General Hospital,Bangladesh,23.976461,91.111005,hospital
Madhabpur Upazila Health Complex,Bangladesh,24.097149,91.287509,hospital
Akhaura Upazila Health Complex,Bangladesh,23.864538,91.203273,hospital
Bancharampur Upazila Health Complex,Bangladesh,23.772076,90.802166,hospital
Brahmanpara Upazila Health Complex,Bangladesh,23.613762,91.094109,hospital
Burichang Upazila Health Complex,Bangladesh,23.557232,91.127173,hospital
Chandina Upazila Health Complex,Bangladesh,23.487533,90.997133,hospital
Comilla General Hospital,Bangladesh,23.45535,91.181681,hospital
Comilla Medical College Hospital,Bangladesh,23.451597,91.202266,hospital
Debidwar Upazila Health Complex,Bangladesh,23.604187,90.987241,hospital
Homna Upazila Health Complex,Bangladesh,23.681514,90.782323,hospital
Kachua Upazila Health Complex,Bangladesh,23.341085,90.889473,hospital
Muradnagar Upazila Health Complex,Bangladesh,23.640355,90.931564,hospital
Chagalnaiya Upazila Health Complex,Bangladesh,23.03826,91.516676,hospital
Feni General Hospital,Bangladesh,23.030044,91.405396,hospital
Parshuram Upazila Health Complex,Bangladesh,23.21071,91.444713,hospital
দাগনভূঁইয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,Bangladesh,22.938362,91.310438,hospital
Senbagh Upazila Health Complex,Bangladesh,22.995618,91.232752,hospital
Menon Hospital,Bangladesh,22.3314,91.832013,hospital
Nawabi,Bangladesh,22.327728,91.811457,hospital
Ekushe Hospital,Bangladesh,22.366103,91.833482,hospital
Begumganj Upazila Health Complex,Bangladesh,23.002537,91.095292,hospital
Bhola General Hospital,Bangladesh,22.676368,90.65519,hospital
Burhanuddin Upazila Health Complex,Bangladesh,22.496529,90.719227,hospital
Charfasson Upazila Health Complex,Bangladesh,22.184193,90.763527,hospital
Chatkhil Upazila Health Complex,Bangladesh,23.060157,90.969302,hospital
Galachipa Upazila Health Complex,Bangladesh,22.165977,90.419458,hospital
হাতিয়া উপজেলা স্বাস্থ্য কমপ্লেক্স,Bangladesh,22.288116,91.141607,hospital
Lakshmipur Upazila Health Complex,Bangladesh,22.93442,90.832651,hospital
Lalmohan Upazila Health Complex,Bangladesh,22.346317,90.734469,hospital
Manpura Upazila Health Complex,Bangladesh,22.258001,90.966639,hospital
Amtali Upazila Health Complex,Bangladesh,22.13064,90.230236,hospital
Barguna General Hospital,Bangladesh,22.156377,90.127931,hospital
Betagi Upazila Health Complex,Bangladesh,22.413582,90.160199,hospital
Bhandaria Upazila Health Complex,Bangladesh,22.489815,90.058786,hospital
Kalapara Upazila Health Complex,Bangladesh,21.987767,90.217776,hospital
Mathbaria Upazila Health Complex,Bangladesh,22.2861,89.953484,hospital
Mirzaganj Upazila Health Complex,Bangladesh,22.359863,90.216828,hospital
Patharghata Upazila Health Complex,Bangladesh,22.032646,89.96591,hospital
Sharankhola Upazila Health Complex,Bangladesh,22.312859,89.850154,hospital
bagerhat sarad hospital,Bangladesh,22.667954,89.788565,hospital
Chitalmari Upazila Health Complex,Bangladesh,22.795351,89.871926,hospital
Dacope Upazila Health Complex,Bangladesh,22.599848,89.517771,hospital
Fakirhat Upazila Health Complex,Bangladesh,22.777529,89.70052,hospital
Kaliganj Upazila Health Complex,Bangladesh,22.463904,89.024895,hospital
Mangla Upazila Health Complex,Bangladesh,22.473236,89.617571,hospital
Pirozpur General Hospital,Bangladesh,22.5783,89.976449,hospital
Rajapur Upazila Health Complex,Bangladesh,22.568989,90.133363,hospital
Shymnagar Upazila Health Complex,Bangladesh,22.343901,89.102688,hospital
বরিশাল জেনারেল হাসপাতাল,Bangladesh,22.70885,90.370623,hospital
Mehendiganj Upazila Health Complex,Bangladesh,22.826626,90.527875,hospital
Wazipur Upazila Health Complex,Bangladesh,22.827401,90.251715,hospital
Lab Aid Hospital,Bangladesh,23.794086,90.412824,hospital
Agailjhara Upazila Health Complex,Bangladesh,22.963617,90.182525,hospital
Batiaghata Upazila Health Complex,Bangladesh,22.73853,89.514479,hospital
Dumuria Upazila Health Complex,Bangladesh,22.809993,89.410562,hospital
Gournadi Upazila Health Complex,Bangladesh,22.962921,90.226773,hospital
Kalaroa Upazila Health Complex,Bangladesh,22.860557,89.03594,hospital
Kotalipara Upazila Health Complex,Bangladesh,22.987253,90.004927,hospital
Mollahat Upazila Health Complex,Bangladesh,22.928041,89.80108,hospital
Raipur Upazila Health Complex,Bangladesh,23.031873,90.765299,hospital
Tala Upazila Health Complex,Bangladesh,22.752423,89.259127,hospital
Terokhada Upazila Health Complex,Bangladesh,22.92819,89.672848,hospital
Tuberculosis Hospital Khulna,Bangladesh,22.898136,89.517012,hospital
Tungipara Upazila Health Complex,Bangladesh,22.893811,89.889072,hospital
Bagherpara Upazila Health Complex,Bangladesh,23.220132,89.344068,hospital
Jessore 250 bed General Hospital,Bangladesh,23.168912,89.209026,hospital
Jhikorgacha Upazila Health Complex,Bangladesh,23.105244,89.109071,hospital
Kalkini Upazila Health Complex,Bangladesh,23.0751,90.229206,hospital
Manirampur Upazila Health Complex,Bangladesh,23.009112,89.235432,hospital
Narail General Hospital,Bangladesh,23.172189,89.499297,hospital
Faridganj Upazila Health Complex,Bangladesh,23.133374,90.741862,hospital
Gopinathpur Union Health Complex,Bangladesh,23.10214,89.756994,hospital
Goshairhat Upazila Health Complex,Bangladesh,23.079683,90.428994,hospital
Haimchar Upazila Health Complex,Bangladesh,23.095091,90.662077,hospital
Kashiani Upazila Health Complex,Bangladesh,23.242363,89.718635,hospital
Lohagara Upazila Health Complex,Bangladesh,23.184099,89.647612,hospital
Madaripur Sadar Hospital মাদারীপুর সদর হাসপাতাল,Bangladesh,23.165413,90.211774,hospital
Rajoir Upazila Health Complex,Bangladesh,23.209508,90.047878,hospital
Muksudpur Upazila Health Complex,Bangladesh,23.319213,89.87215,hospital
Shibchar Upazila Health Complex,Bangladesh,23.343105,90.170593,hospital
Zanjira Upazila Health Complex,Bangladesh,22.910919,90.623217,hospital
Bhanga Upazila Health Complex,Bangladesh,23.382152,89.980021,hospital
Bhedarganj Upazila Health Complex,Bangladesh,23.198814,90.447782,hospital
Naria Upazila Health Complex,Bangladesh,23.308529,90.428533,hospital
Boalmari Upazila Health Complex,Bangladesh,23.392737,89.684832,hospital
Kaliganj Upazila Health Complex,Bangladesh,23.403315,89.142871,hospital
Magura General Hospital,Bangladesh,23.486353,89.42175,hospital
Kotchandpur Upazila Health Complex,Bangladesh,23.411486,89.00542,hospital
Madhukhali Upazila Health Complex,Bangladesh,23.54472,89.629583,hospital
Chuadanga General Hospital,Bangladesh,23.635679,88.847399,hospital
Damurhuda Upazila Health Complex,Bangladesh,23.614203,88.762707,hospital
Hariakunda Upazila Health Complex,Bangladesh,23.64985,89.043735,hospital
Meherpur General Hospital,Bangladesh,23.777963,88.642099,hospital
Gangni Upazila Health Complex,Bangladesh,23.816221,88.744409,hospital
Daulatpur Upazila Health Complex,Bangladesh,24.000697,88.873106,hospital
Baliakandi Upazila Health Complex,Bangladesh,23.632011,89.548978,hospital
Ishwardi Upazila Health Complex,Bangladesh,24.127381,89.071524,hospital
Khoksha Upazila Health Complex,Bangladesh,23.810583,89.288611,hospital
Kumarkhali Upazila Health Complex,Bangladesh,23.859598,89.236771,hospital
Lalpur Upazila Health Complex,Bangladesh,24.176841,88.962006,hospital
Pangsha Upazila Health Complex,Bangladesh,23.790936,89.425505,hospital
Shailkupa Upazila Health Complex,Bangladesh,23.681892,89.245299,hospital
Charghat Upazila Health Complex,Bangladesh,24.281556,88.754432,hospital
Tuberculosis Hospital Rajshahi,Bangladesh,24.376736,88.582002,hospital
Bandar Upazila Health Complex,Bangladesh,23.629403,90.525128,hospital
Sreenagar Upazila Health Complex,Bangladesh,23.550127,90.290196,hospital
Sujanagar Upazila Health Complex,Bangladesh,23.938604,89.409587,hospital
Bhangura Upazila Health Complex,Bangladesh,24.218987,89.39113,hospital
FaridpurUpazila Health Complex,Bangladesh,24.160705,89.457109,hospital
Chatmohar Upazila Health Complex,Bangladesh,24.232975,89.286811,hospital
Natore General Hospital,Bangladesh,24.409839,88.983498,hospital
Godagari Upazila Health Complex,Bangladesh,24.47377,88.323986,hospital
Chapai Nawabganj General Hospital,Bangladesh,24.597849,88.26546,hospital
Nachole Upazila Health Complex,Bangladesh,24.734788,88.417494,hospital
Shibganj Upazila Health Complex,Bangladesh,24.688662,88.160035,hospital
Niamatpur Upazila Health Complex,Bangladesh,24.830981,88.574828,hospital
Bholarhat Upazila Health Complex,Bangladesh,24.936379,88.221832,hospital
Porsha Upazila Health Complex,Bangladesh,25.022935,88.455204,hospital
Belkuchi Upazila Health Complex,Bangladesh,24.300384,89.695013,hospital
Dhamoirhat Upazila Health Complex,Bangladesh,25.151503,88.851138,hospital
Naogaon General Hospital,Bangladesh,24.823229,88.938104,hospital
Patnitola Upazila Health Complex,Bangladesh,25.049209,88.755569,hospital
Raninagar Upazila Health Complex,Bangladesh,24.742842,88.960775,hospital
Singra Upazila Health Complex,Bangladesh,24.513566,89.146104,hospital
Tanore Upazila Health Complex,Bangladesh,24.575816,88.57498,hospital
Joypurhat General Hospital,Bangladesh,25.09549,89.042542,hospital
Hakimpur Upazila Health Complex,Bangladesh,25.286626,89.012407,hospital
Panchbibi Upazila Health Complex,Bangladesh,25.194688,89.041408,hospital
Adamdighi Upazila Health Complex,Bangladesh,24.821995,89.044244,hospital
Akkelpur Upazila Health Complex,Bangladesh,24.967304,89.022595,hospital
Sathiya Upazila Health Complex,Bangladesh,24.053665,89.54821,hospital
Sirajganj General Hospital,Bangladesh,24.458637,89.711044,hospital
Dupchachia Upazila Health Complex,Bangladesh,24.875807,89.171713,hospital
Medical Facility,Bangladesh,23.606264,89.838159,hospital
Faridpur Medical College Hospital,Bangladesh,23.589352,89.835914,hospital
Goalanda Upazila Health Complex,Bangladesh,23.724023,89.746698,hospital
Harirampur Upazila Health Complex,Bangladesh,23.742215,89.9756,hospital
Rajbari General Hospital,Bangladesh,23.749993,89.647679,hospital
Phulbari Upazila Health Complex,Bangladesh,25.50218,88.948267,hospital
Nawabganj Upazila Health Complex,Bangladesh,25.418669,89.081806,hospital
Shibganj Upazila Health Complex,Bangladesh,25.006045,89.315724,hospital
Manikganj General Hospital,Bangladesh,23.869257,90.000511,hospital
Saturia Upazila Health Complex,Bangladesh,23.968457,90.035345,hospital
Delduar Upazila Health Complex,Bangladesh,24.163777,89.966907,hospital
Kalihati Upazila Health Complex,Bangladesh,24.389905,89.990551,hospital
Panchagarh General Hospital,Bangladesh,26.339236,88.55731,hospital
Atwari Upazila Health Complex,Bangladesh,26.237049,88.408882,hospital
Boda Upazila Health Complex,Bangladesh,26.203481,88.553258,hospital
Thakurgaon General Hospital,Bangladesh,26.030593,88.475842,hospital
Dinajpur General Hospital,Bangladesh,25.625658,88.637137,hospital
Kaharole Upazila Health Complex,Bangladesh,25.793728,88.606676,hospital
কিশোরগঞ্জ উপজেলা স্বাস্থ্য কমপ্লেক্স,Bangladesh,25.899409,89.012805,hospital
Nilphamari General Hospital,Bangladesh,25.930674,88.845377,hospital
Debiganj Upazila Health Complex,Bangladesh,26.116224,88.756024,hospital
Shibalaya Upazila Health Complex,Bangladesh,23.846519,89.821554,hospital
Daudkandi Upazila Health Complex,Bangladesh,23.529585,90.783071,hospital
Gazaria Upazila Health Complex,Bangladesh,23.552968,90.652919,hospital
Sirajdikhan Upazila Health Complex,Bangladesh,23.549968,90.387635,hospital
Matlab Upazila Health Complex,Bangladesh,23.347854,90.704084,hospital
Hajiganj Upazila Health Complex,Bangladesh,23.250256,90.873842,hospital
Shahrasti Upazila Health Complex,Bangladesh,23.22802,90.949288,hospital
Kachua Upazila Health Complex,Bangladesh,23.340907,90.890766,hospital
Barura Upazila Health Complex,Bangladesh,23.376525,91.058979,hospital
Laksham Upazila Health Complex,Bangladesh,23.233943,91.117726,hospital
নাঙলকোট উপজেলা স্বাস্থ্য কমপ্লেক্স,Bangladesh,23.171579,91.198933,hospital
Matiranga Upazila Health Complex,Bangladesh,23.039517,91.875399,hospital
Khagrachari General Hospital,Bangladesh,23.10801,91.992782,hospital
Dighinala Upazila Health Complex,Bangladesh,23.249555,92.065802,hospital
Panchari Upazila Health Complex,Bangladesh,23.297213,91.899911,hospital
Nabinagar Upazila Health Complex,Bangladesh,23.886286,90.967666,hospital
Agrabad Eye Hospital,Bangladesh,22.328889,91.802723,hospital
Nakla Upazilla Health Complex,Bangladesh,24.967289,90.183221,hospital
Patiya Upazila Health Complex,Bangladesh,22.299638,91.970567,hospital
Chakaria Upazila Health Complex,Bangladesh,21.76192,92.074861,hospital
Narail Upazilla Office Complex,Bangladesh,23.173225,89.506619,hospital
The fair lab,Bangladesh,22.417916,91.866139,hospital
ASEAB Health Clinic,Bangladesh,23.967621,89.321062,hospital
Janami Medical Hall,Bangladesh,23.721704,90.404689,pharmacy
CD PATH,Bangladesh,23.46199,91.179386,hospital
Lucky Pharmacy,Bangladesh,22.363514,91.839567,pharmacy
Institute of Nuclear Medicine and Allied Sciences,Bangladesh,25.626602,88.638255,hospital
Midland Hospital,Bangladesh,23.458505,91.180602,hospital
Bogra Diabetic Hospital,Bangladesh,24.883668,89.357188,hospital
Medical Facility,Bangladesh,23.71664,90.402612,hospital
Medical Facility,Bangladesh,24.453765,89.709669,hospital
Ma Moni Hospital,Bangladesh,22.35968,91.834937,hospital
Orin Dental Care,Bangladesh,22.360252,91.852437,hospital
Sensive Diagnostics Center,Bangladesh,22.346164,91.833918,blood_test
Bellevue Diagnostic Center,Bangladesh,22.344655,91.834014,blood_test
Lab one diagnostic center,Bangladesh,22.344667,91.833553,blood_test
Bangladesh Medicine Supply,Bangladesh,22.378177,91.850577,pharmacy
Bangladesh Diabetic Foot Saving Centre,Bangladesh,22.343967,91.832977,hospital
Khaled General Hospital,Bangladesh,24.921823,91.443354,hospital
Daulatkhan Health Complex,Bangladesh,22.604669,90.746346,hospital
Uttara Community Hospital,Bangladesh,23.869156,90.404109,hospital
PKS Clinic,Bangladesh,23.148835,89.202407,hospital
Institute of Child Health and Shishu Sastho Foundation Hospital,Bangladesh,23.802968,90.362122,hospital
Doctors Clinic,Bangladesh,24.253717,89.917193,hospital
Shapla Clinic,Bangladesh,24.271815,89.922329,hospital
Jhenaidah Eye Hospital,Bangladesh,23.541766,89.191714,hospital
Jhenaidah Shishu Hospital,Bangladesh,23.541309,89.192328,hospital
Surjer Hashi Clinic,Bangladesh,23.173736,89.503382,hospital
Bunagati High School,Bangladesh,23.311277,89.425445,hospital
Feni Diabetic Hospital,Bangladesh,23.012935,91.397574,hospital
Chandina General Hospital,Bangladesh,23.485957,91.006738,hospital
Nagda Shimla Health Center,Bangladesh,24.614087,89.916475,hospital
Nazirhat Upazila Health  Complex,Bangladesh,22.636584,91.795438,hospital
Manikchari Upazila Health Complex,Bangladesh,22.85019,91.841178,hospital
Alikadam Upazila Health Complex,Bangladesh,21.652361,92.311935,hospital
Christian Memorial Hospital,Bangladesh,21.681723,92.077264,hospital
Inani Health Sub Center,Bangladesh,21.236111,92.049145,hospital
এএফআইপি,Bangladesh,23.813927,90.4007,hospital
মা ক্লিনিক,Bangladesh,22.62154,90.060614,hospital
মুক্তি ক্লিনিক,Bangladesh,22.628615,90.059407,hospital
MARKS HOSPITAL,Bangladesh,23.798971,90.386506,hospital
Chatila Sub Health Center,Bangladesh,24.592141,89.912699,hospital
East West Medical College and Hospital,Bangladesh,23.894181,90.376646,hospital
Life Care,Bangladesh,23.780555,90.410109,hospital
National Institute of Diseases of the Chest & Hospital,Bangladesh,23.77626,90.408734,hospital
Al Razi Hospital (Ext),Bangladesh,23.759208,90.390086,hospital
Al Fateh Diagnostics,Bangladesh,23.758658,90.390386,blood_test
Institute of Nuclear Medicine,Bangladesh,23.739122,90.394261,hospital
Outdoor,Bangladesh,23.739674,90.395369,hospital
হামদর্দ (ওয়াকফ) লিমিটেড,Bangladesh,23.75129,90.387073,pharmacy
Free Friday Clinic,Bangladesh,23.730262,90.407265,aid
Medical Facility,Bangladesh,22.621639,90.060007,pharmacy
Medical Facility,Bangladesh,22.621648,90.060223,pharmacy
Medical Facility,Bangladesh,22.621693,90.059839,pharmacy
Medical Facility,Bangladesh,22.62246,90.059145,pharmacy
উপশম ফার্মেসী,Bangladesh,22.622775,90.059423,pharmacy
Medical Facility,Bangladesh,22.628275,90.058134,pharmacy
বিধান ফার্মেসি,Bangladesh,22.628705,90.058331,pharmacy
Medical Facility,Bangladesh,22.62849,90.060687,pharmacy
